side,failed,day_move_pct,fail_time,opp_accept,re_accept,first_after_fail,close_against,close_beyond_opp,close_back_beyond_orig
short,False,-2.1496769767308854,,,,,,,
long,True,0.3996708592923337,10:45:00,True,False,opposite,False,False,False
short,False,-1.910678701207369,,,,,,,
short,True,2.3589622918995135,13:15:00,True,False,opposite,True,True,False
long,True,-0.7667658503089925,14:00:00,True,True,same,True,True,False
short,True,2.000233263354323,11:00:00,True,False,opposite,True,True,False
short,True,-2.548963951177974,12:45:00,False,True,same,False,False,False
short,True,0.5365446524382866,12:30:00,True,True,same,True,False,False
long,True,2.5998251238705805,11:45:00,False,True,same,False,False,True
short,True,-2.8951088493073263,11:00:00,False,True,same,False,False,True
long,True,1.777726137221869,11:45:00,False,True,same,False,False,True
long,False,2.9896555643969425,,,,,,,
short,True,0.4131093362709892,10:30:00,True,False,opposite,True,True,False
short,True,-0.11006548896593804,10:45:00,True,True,same,False,False,False
short,True,-1.62745640741766,11:30:00,False,True,same,False,False,True
short,False,-1.1954639405619694,,,,,,,
long,False,2.6226968405909323,,,,,,,
long,True,-0.4305009955335559,12:45:00,True,True,same,True,False,False
long,True,0.6513243595310358,10:15:00,False,True,same,False,False,True
short,True,0.2310089180186825,10:45:00,True,False,opposite,True,True,False
long,True,-0.820327065466353,13:00:00,True,False,opposite,True,True,False
long,True,-0.05413305905916932,13:15:00,True,False,opposite,True,False,False
short,False,-1.2758136014704213,,,,,,,
long,False,1.3510556831856535,,,,,,,
short,False,-1.671400480664187,,,,,,,
long,True,-0.4115455202713947,11:00:00,False,True,same,True,False,False
short,True,-0.16678712403402907,14:00:00,False,True,same,False,False,False
long,False,1.5687785545219324,,,,,,,
short,True,-0.3354978354978333,12:45:00,False,True,same,False,False,False
long,False,0.42278828876440855,,,,,,,
short,True,0.9228984284358255,11:00:00,True,False,opposite,True,True,False
short,True,-0.852183061546552,10:30:00,False,True,same,False,False,True
long,True,0.3686538866652711,12:15:00,False,True,same,False,False,True
short,True,0.9176236170101104,10:45:00,True,False,opposite,True,True,False
short,True,-0.2597132765426946,11:45:00,False,True,same,False,False,False
long,True,0.015601435332057711,10:15:00,False,True,same,False,False,False
short,True,1.027486569655256,10:30:00,True,False,opposite,True,True,False
long,True,-1.0053619302949013,12:15:00,True,True,same,True,True,False
long,False,3.081888698006141,,,,,,,
short,False,-0.8701740348069587,,,,,,,
long,True,-0.2421551811118916,10:15:00,True,False,opposite,True,False,False
long,True,1.0147133434804667,11:30:00,False,True,same,False,False,True
long,True,-1.7790732736958415,10:45:00,True,False,opposite,True,True,False
long,True,0.36198633629040966,11:30:00,False,True,same,False,False,True
long,True,0.35845964768537186,12:00:00,False,True,same,False,False,True
short,True,1.716497733408029,10:15:00,True,False,opposite,True,True,False
short,True,0.24036054081122415,12:15:00,True,True,same,True,True,False
long,True,-0.6173454147167079,11:00:00,True,True,same,True,True,False
long,True,1.7630853994490492,11:15:00,False,True,same,False,False,True
short,True,-0.17190569744597317,12:30:00,False,True,same,False,False,False
long,True,-0.8698643601336764,10:30:00,True,True,same,True,True,False
short,True,-0.3582267774516201,10:45:00,False,True,same,False,False,False
short,False,-2.265242989721594,,,,,,,
long,True,0.10187968009780501,10:30:00,False,True,same,False,False,False
short,True,0.010211896859835257,10:45:00,False,True,same,True,False,False
long,True,1.5423771952150611,11:00:00,False,True,same,False,False,True
short,True,-0.11980232616182196,10:30:00,False,True,same,False,False,False
long,False,0.8590550394566021,,,,,,,
long,True,0.18749691616914976,11:00:00,False,True,same,False,False,False
short,False,-0.9958097116095632,,,,,,,
long,True,-0.8783683191901037,12:30:00,True,False,opposite,True,True,False
long,False,1.6179278464475866,,,,,,,
long,False,1.3818289493165103,,,,,,,
short,False,-2.180425281147169,,,,,,,
short,True,-0.6514984464267792,15:30:00,False,False,none,False,False,False
long,True,0.5349773271513758,10:30:00,False,True,same,False,False,True
short,False,-2.260260056887442,,,,,,,
short,False,-0.5264787860018605,,,,,,,
long,False,1.4551083591331393,,,,,,,
long,False,1.431858859626689,,,,,,,
long,True,-0.8394068861523052,11:15:00,True,False,opposite,True,True,False
short,True,-0.5353319057815886,11:30:00,True,True,opposite,False,False,True
short,True,1.802125584022174,10:30:00,True,False,opposite,True,True,False
short,False,-1.9382408302386023,,,,,,,
short,True,-1.2189453024120556,13:30:00,False,True,same,False,False,True
short,True,-0.03677243118300755,10:45:00,True,False,opposite,False,False,False
long,False,1.2253233492171445,,,,,,,
short,True,-2.2650653181626623,10:15:00,False,True,same,False,False,True
short,True,0.140320578552533,14:15:00,True,False,opposite,True,False,False
long,True,-0.8698001080497009,11:30:00,True,False,opposite,True,True,False
long,True,2.2006365931291905,12:00:00,True,True,opposite,False,False,True
short,True,-2.786112301757393,10:30:00,False,True,same,False,False,True
short,True,-0.3660602087089626,15:15:00,False,True,same,False,False,True
long,True,2.332712736830578,13:15:00,False,True,same,False,False,True
long,True,-2.64116575591985,11:30:00,True,False,opposite,True,True,False
long,True,1.0270774976657293,13:45:00,True,False,opposite,False,False,False
short,True,-0.5438066465256797,11:30:00,False,True,same,False,False,False
short,True,-2.0338058887677146,10:45:00,False,True,same,False,False,True
short,True,0.4753117485880365,10:30:00,True,False,opposite,True,True,False
long,False,2.3560791286952654,,,,,,,
short,True,0.05401609679684949,11:30:00,True,True,same,True,False,False
short,True,-0.789889415481837,13:00:00,False,False,none,False,False,False
short,False,-0.5575293796119207,,,,,,,
long,True,1.744478613363154,10:30:00,False,True,same,False,False,True
long,True,1.1640676477048029,12:00:00,False,True,same,False,False,True
short,False,-2.0296896086369753,,,,,,,
long,True,0.8975481611208425,10:15:00,False,True,same,False,False,True
short,False,-1.88207136640558,,,,,,,
long,False,1.6215321824499584,,,,,,,
long,True,0.22200563136236529,10:30:00,True,False,opposite,False,False,False
long,True,0.7366984993178782,11:15:00,False,True,same,False,False,False
short,True,-1.0805177709521718,11:15:00,False,True,same,False,False,True
long,False,2.302000548095373,,,,,,,
short,True,1.5380493033226195,11:00:00,True,False,opposite,True,True,False
long,True,-0.21241569752005196,10:30:00,False,True,same,True,False,False
long,False,2.2716390913443574,,,,,,,
long,False,0.9264078276256971,,,,,,,
long,True,0.04122648801854201,10:15:00,False,True,same,False,False,False
short,True,0.14438199350281788,10:45:00,True,True,same,True,False,False
long,False,1.5476190476190421,,,,,,,
short,True,-0.3665054721303185,10:30:00,False,True,same,False,False,True
short,False,-1.4316282861218665,,,,,,,
short,True,-0.7790993611385244,11:15:00,False,True,same,False,False,True
long,True,-0.5819995842860082,11:30:00,True,False,opposite,True,False,False
short,True,0.28962611901000024,11:30:00,True,True,same,True,False,False
long,True,0.7729266764152865,10:45:00,False,True,same,False,False,True
short,False,-1.3147597433088132,,,,,,,
long,True,-0.1851264148947429,11:00:00,True,False,opposite,True,False,False
long,True,0.6889607292384303,11:15:00,False,True,same,False,False,True
long,True,0.35658101730466907,14:00:00,False,True,same,False,False,True
short,False,-1.029621416125459,,,,,,,
short,False,-2.844696373274558,,,,,,,
long,True,-0.6876387460068245,10:45:00,True,False,opposite,True,True,False
short,False,-2.6336003511467143,,,,,,,
short,True,0.4546229470932639,11:45:00,True,False,opposite,True,False,False
short,True,-1.5198077890149264,10:30:00,False,True,same,False,False,True
short,False,-2.26472925417186,,,,,,,
long,True,-0.29855887925590574,13:00:00,False,True,same,True,False,False
long,False,3.5014005602240994,,,,,,,
long,True,0.6261027946951936,12:45:00,False,True,same,False,False,True
long,True,-0.8115001159285873,11:15:00,True,True,same,True,True,False
long,True,2.164502164502169,14:00:00,False,True,same,False,False,True
short,False,-3.9045042926026063,,,,,,,
short,True,1.046963804965606,15:00:00,True,False,opposite,True,True,False
short,True,-2.1813684151346435,11:00:00,False,True,same,False,False,False
short,True,-4.568235497436501,10:15:00,False,True,same,False,False,True
long,True,-1.4843188891548897,10:30:00,True,False,opposite,True,True,False
long,True,0.32014497130776753,11:30:00,False,True,same,False,False,True
long,False,0.6756352765321383,,,,,,,
long,True,2.4057296767874714,14:15:00,False,True,same,False,False,True
short,True,-6.986418695705366,11:00:00,False,True,same,False,False,True
long,False,4.28412584210871,,,,,,,
short,True,-0.9621471072287613,12:45:00,False,True,same,False,False,True
short,False,-4.151113399407902,,,,,,,
long,True,-2.957486136783727,13:15:00,True,False,opposite,True,True,False
short,True,-1.2947236530697404,15:45:00,False,False,none,False,False,False
short,False,-6.9570689414067965,,,,,,,
long,True,2.1852877808556492,14:30:00,False,True,same,False,False,False
short,True,-4.7919762258543885,11:30:00,False,True,same,False,False,True
long,True,2.66935483870967,10:15:00,False,True,same,False,False,False
long,True,7.331532342788538,10:45:00,False,True,same,False,False,True
short,True,-7.173972229784919,11:45:00,False,True,same,False,False,True
short,False,-7.961452928094892,,,,,,,
short,True,4.885654885654889,11:45:00,True,False,opposite,True,True,False
long,True,1.8820967491056217,11:45:00,False,True,same,False,False,False
short,True,1.3811739978982107,11:45:00,True,True,same,True,True,False
long,True,-3.533408833522078,10:45:00,True,False,opposite,True,True,False
short,True,-2.3515532835234,10:30:00,True,True,opposite,False,False,True
long,True,0.20223264843877153,11:15:00,True,False,opposite,False,False,False
long,True,2.936364419185411,12:15:00,False,True,same,False,False,False
long,True,-1.50101763907734,11:15:00,True,True,same,True,True,False
short,True,7.538231382978733,13:00:00,True,True,same,True,True,False
long,True,-0.6318871850196528,15:45:00,False,False,none,True,False,False
short,True,0.5284215294028893,11:00:00,False,True,same,True,False,False
long,False,1.4614096513929198,,,,,,,
short,True,0.07517101405698501,15:15:00,False,False,none,True,False,False
long,True,1.2285735304936374,14:45:00,False,True,same,False,False,True
short,False,-4.620704878228232,,,,,,,
short,False,-2.849538124315021,,,,,,,
long,True,1.0361042480274252,11:15:00,False,True,same,False,False,True
short,False,-3.809964522597553,,,,,,,
short,True,-0.9873745548721113,11:30:00,True,True,same,False,False,False
short,True,-3.149933510638303,11:15:00,False,True,same,False,False,True
short,True,6.640254930669198,13:30:00,True,False,opposite,True,True,False
short,True,-2.927313321756375,14:00:00,True,True,opposite,False,False,True
short,True,-0.3635104725636218,11:00:00,True,False,opposite,False,False,False
short,True,-0.6910253088019402,15:45:00,False,False,none,False,False,False
long,True,-5.64467181132402,10:15:00,True,False,opposite,True,True,False
short,True,-3.4024356233150588,10:15:00,True,True,opposite,False,False,True
short,True,2.840585217556546,11:30:00,True,True,same,True,True,False
long,False,3.9576163738453296,,,,,,,
short,True,-1.8848437903434156,11:45:00,False,True,same,False,False,False
long,False,5.188720940510927,,,,,,,
short,False,-5.675535590877667,,,,,,,
long,True,2.195716996476005,14:00:00,False,True,same,False,False,True
long,False,5.497501135847349,,,,,,,
long,True,-1.2603938730853526,11:00:00,True,True,same,True,True,False
short,True,5.27070634636071,10:45:00,True,True,same,True,True,False
long,False,1.6666666666666607,,,,,,,
long,True,1.0625933919973685,13:15:00,False,False,none,False,False,False
long,True,-0.30280710369097186,12:30:00,True,True,same,True,False,False
long,True,-2.4948368442792246,13:45:00,True,False,opposite,True,True,False
long,True,3.3645180671187047,11:30:00,False,True,same,False,False,True
short,True,-1.8806959403479762,15:30:00,False,True,same,False,False,True
long,False,3.8474406155905028,,,,,,,
short,True,-0.24412075840182235,10:30:00,True,True,same,False,False,False
short,False,-1.6473658457021756,,,,,,,
long,True,-0.40950040950040734,11:00:00,True,False,opposite,True,True,False
short,True,-1.9761218608480902,10:30:00,False,True,same,False,False,True
short,False,-0.7380692778663045,,,,,,,
short,True,-0.2273109951170249,10:45:00,False,True,same,False,False,False
short,False,-1.5389790597931219,,,,,,,
long,False,1.8254372559008303,,,,,,,
long,True,0.7919306435478557,10:30:00,False,True,same,False,False,False
long,False,4.22756172074974,,,,,,,
long,True,0.5340347521122224,11:45:00,False,True,same,False,False,True
short,True,0.1022173297688278,11:30:00,True,False,opposite,True,False,False
short,True,-1.252892825792018,11:00:00,False,True,same,False,False,True
long,False,1.4755959137343844,,,,,,,
short,True,-1.9617459538989745,10:30:00,False,True,same,False,False,True
short,True,0.0416875104218839,14:45:00,False,True,same,True,False,False
short,True,-1.8321513002364065,14:30:00,False,True,same,False,False,True
short,True,1.9854972375690672,10:30:00,True,True,same,True,True,False
short,True,-0.3090028394855504,10:45:00,False,True,same,False,False,False
short,False,-4.4334146546647695,,,,,,,
short,True,2.4963162000519956,12:00:00,True,True,same,True,True,False
short,True,0.8207343412526935,12:30:00,True,False,opposite,True,True,False
long,True,2.0461471484545024,10:30:00,False,True,same,False,False,True
long,True,0.4851063829787172,13:00:00,True,False,opposite,False,False,False
long,True,0.744374894264932,12:45:00,False,True,same,False,False,False
long,False,1.7513424204874006,,,,,,,
short,False,-1.2577065351418004,,,,,,,
short,False,-2.579151855832029,,,,,,,
long,False,2.2026054165238396,,,,,,,
long,True,1.3801756587201952,11:30:00,False,True,same,False,False,True
long,True,-0.024715768660399373,12:45:00,False,False,none,True,False,False
long,False,3.7473860309493956,,,,,,,
long,True,2.1423413303377936,11:15:00,False,True,same,False,False,True
long,True,0.43154178109061636,11:30:00,False,True,same,False,False,True
short,False,-3.071349818869118,,,,,,,
short,True,-0.4224207961007309,11:00:00,False,True,same,False,False,True
long,True,2.5194118618866668,14:30:00,False,True,same,False,False,True
long,True,-0.18599385411611769,11:00:00,False,True,same,True,False,False
short,True,-0.5863628748534078,10:15:00,True,True,opposite,False,False,False
short,False,-2.1527894119618085,,,,,,,
long,True,1.472371384029092,10:15:00,False,True,same,False,False,True
short,False,-3.8882757449698713,,,,,,,
long,False,2.8159098908834945,,,,,,,
short,True,-0.08610297916308296,11:30:00,True,True,same,False,False,False
long,True,-3.4078260125010806,11:00:00,True,False,opposite,True,True,False
long,True,0.11644571838049789,11:45:00,False,True,same,False,False,False
short,False,-1.8905653517542254,,,,,,,
short,True,-0.8441141389118334,10:15:00,True,True,same,False,False,True
long,False,1.159076389522684,,,,,,,
short,False,-1.7793594306049876,,,,,,,
short,False,-1.3411024787273407,,,,,,,
long,True,-1.2298959318826852,10:15:00,True,False,opposite,True,True,False
long,False,4.007508212107003,,,,,,,
long,True,0.38351765965036755,10:30:00,False,True,same,False,False,False
long,False,3.4666666666666623,,,,,,,
short,True,0.2750322303394892,12:45:00,False,False,none,True,False,False
short,True,-2.2341604843523544,11:15:00,False,True,same,False,False,True
long,False,3.234477974332295,,,,,,,
short,True,1.618887015177073,10:45:00,True,False,opposite,True,True,False
short,True,-1.4478527607362013,14:00:00,False,True,same,False,False,True
short,True,-1.5745421397198922,11:30:00,False,True,same,False,False,True
long,False,3.604344963791961,,,,,,,
short,True,-1.0258876332451705,11:00:00,True,True,same,False,False,True
long,True,-0.32144005143041054,10:15:00,True,True,same,True,True,False
long,True,1.8139867929031661,14:45:00,False,True,same,False,False,True
short,True,-0.9958899778691244,14:45:00,False,True,same,False,False,True
short,True,-0.9323064450749929,12:15:00,False,True,same,False,False,False
long,True,0.05673528934997396,10:45:00,False,True,same,False,False,False
long,False,2.7992119520604097,,,,,,,
long,False,1.333856414280099,,,,,,,
short,True,0.9662576687116564,10:15:00,True,True,same,True,True,False
short,True,0.9377401998462709,10:30:00,True,True,same,True,True,False
short,True,-1.6253273763672915,15:30:00,False,True,same,False,False,True
short,True,0.8372742073028849,11:00:00,True,False,opposite,True,True,False
long,True,1.2238422603308985,15:00:00,False,False,none,False,False,False
short,True,0.29994001199760145,11:15:00,True,True,same,True,True,False
long,True,-0.639338097028963,10:45:00,True,False,opposite,True,True,False
long,True,0.49561570720548787,10:30:00,True,True,opposite,False,False,True
short,True,1.2058118633912374,11:00:00,True,False,opposite,True,True,False
long,False,0.4078605858361062,,,,,,,
short,False,-1.451564380264736,,,,,,,
long,True,0.9991673605328932,15:45:00,False,False,none,False,False,False
short,True,0.3354453969437232,12:30:00,True,False,opposite,True,True,False
long,False,1.09144542772861,,,,,,,
long,True,0.8835223089383115,13:00:00,False,False,none,False,False,False
long,True,-0.05137991779213813,13:45:00,False,True,same,True,False,False
long,False,0.583132881405346,,,,,,,
long,True,-0.22899670817232431,12:30:00,True,False,opposite,True,False,False
short,True,0.2153007033156351,10:30:00,True,False,opposite,True,True,False
long,False,1.1705448354143,,,,,,,
short,True,0.10546298249314301,11:30:00,False,True,same,True,False,False
short,True,-0.856665273714996,14:15:00,False,True,same,False,False,True
short,False,-3.0575916230366484,,,,,,,
short,True,-0.19342359767892114,12:45:00,False,True,same,False,False,True
long,False,1.6173684977415226,,,,,,,
short,True,-1.4514514514514465,10:15:00,False,True,same,False,False,False
short,True,-1.8514452982070995,10:15:00,False,True,same,False,False,True
long,True,0.8548914659530116,10:15:00,False,True,same,False,False,True
long,True,0.05903187721369996,11:30:00,False,False,none,False,False,False
short,True,1.9928199868121999,10:15:00,True,False,opposite,True,True,False
long,True,0.7210325185665889,11:00:00,False,True,same,False,False,True
long,True,-0.6416654783972575,11:15:00,True,True,same,True,True,False
short,True,-0.9986973512809305,10:30:00,False,True,same,False,False,True
long,True,-0.619623851873452,11:15:00,False,True,same,True,False,False
long,False,4.837871929954751,,,,,,,
long,True,-0.4826460359145579,13:30:00,True,False,opposite,True,True,False
short,True,0.5309358629477456,11:45:00,True,True,same,True,True,False
short,True,1.1613175675675658,12:00:00,True,False,opposite,True,True,False
long,False,1.9086336388066005,,,,,,,
long,True,0.6120367222033352,10:45:00,False,True,same,False,False,False
short,True,0.1831750339213123,14:45:00,True,True,same,True,True,False
long,True,0.8926759991884747,14:45:00,False,True,same,False,False,True
short,True,-0.4663868345659239,10:15:00,False,False,none,False,False,False
short,True,0.3571909960911057,10:30:00,True,True,same,True,True,False
short,True,0.2673796791443861,11:15:00,True,False,opposite,True,False,False
short,True,-0.9407088439880806,15:45:00,False,False,none,False,False,False
long,True,0.15408320493066618,13:30:00,False,False,none,False,False,False
short,True,0.047020890710025576,10:30:00,False,True,same,True,False,False
short,False,-1.1193270470117311,,,,,,,
long,True,-1.4677771709448395,11:15:00,True,False,opposite,True,True,False
short,True,0.5312909680535549,10:45:00,True,False,opposite,True,True,False
long,True,-0.13740982480247022,14:00:00,False,True,same,True,False,False
long,True,0.2868264699856571,11:00:00,True,False,opposite,False,False,False
short,False,-2.0485323434385028,,,,,,,
short,True,-0.5383109619686799,11:30:00,False,True,same,False,False,False
long,True,0.8368784434060972,15:00:00,False,True,same,False,False,True
long,False,2.573197023436946,,,,,,,
long,True,0.6812453164384502,13:45:00,False,True,same,False,False,False
long,True,0.04727493752954004,14:00:00,False,True,same,False,False,False
short,False,-0.5183091007000429,,,,,,,
long,True,-0.3502626970227518,12:45:00,True,True,same,True,True,False
short,True,-1.3977908086731161,10:30:00,False,True,same,False,False,True
short,True,0.06954102920724292,14:45:00,False,False,none,True,False,False
short,False,-2.488184598276333,,,,,,,
short,True,-0.021256997094876162,13:15:00,False,True,same,False,False,False
long,True,-0.19081272084805478,13:30:00,False,True,same,True,False,False
short,True,0.7101264024996556,11:45:00,False,False,none,True,False,False
long,False,1.7746478873239546,,,,,,,
long,True,0.5891730782560556,14:45:00,False,False,none,False,False,False
long,False,1.5794468546637797,,,,,,,
long,False,1.6549413735343466,,,,,,,
long,False,0.5072463768115876,,,,,,,
long,True,0.4891091691665572,12:45:00,False,True,same,False,False,True
short,True,0.31049873859887445,12:00:00,True,True,same,True,True,False
long,True,0.7928322805208277,13:15:00,False,True,same,False,False,False
long,False,2.3820195940321476,,,,,,,
long,False,1.062014033756875,,,,,,,
short,True,0.1566514192618662,11:15:00,False,True,same,True,False,False
short,True,0.7977888058295024,10:15:00,True,True,same,True,True,False
long,True,-0.402651303970758,11:00:00,True,False,opposite,True,True,False
long,True,0.45081207929351663,14:45:00,False,True,same,False,False,True
long,True,0.4322321704229637,10:15:00,False,True,same,False,False,True
short,True,-0.9935602575896985,10:15:00,False,True,same,False,False,False
short,True,-0.9896091044037658,10:30:00,False,True,same,False,False,True
short,True,-0.10480887792848614,10:30:00,True,False,opposite,False,False,False
short,True,-0.3096934035305088,15:45:00,False,False,none,False,False,False
short,True,-0.4370356496222749,14:00:00,False,True,same,False,False,True
long,True,1.7143933685003665,14:15:00,False,True,same,False,False,True
short,True,-0.6785097458672618,15:30:00,False,False,none,False,False,False
short,True,-1.2319161033546022,11:15:00,False,True,same,False,False,True
long,False,0.7756373577468167,,,,,,,
long,True,1.8694570280099576,10:15:00,False,True,same,False,False,True
long,True,1.2029321471085819,10:45:00,False,True,same,False,False,True
long,False,0.7199556950341579,,,,,,,
long,True,-0.32321014757896727,11:30:00,True,False,opposite,True,True,False
long,True,0.03051012936294839,12:00:00,False,True,same,False,False,False
long,True,0.030543677458760854,11:00:00,True,False,opposite,False,False,False
short,True,0.2565198802907176,10:30:00,True,True,same,True,True,False
short,False,-1.0720954044449726,,,,,,,
short,False,-1.518987341772149,,,,,,,
short,True,0.23100455765749928,10:30:00,True,False,opposite,True,True,False
long,True,1.8968841345854859,11:00:00,False,True,same,False,False,True
long,True,0.815562133752179,14:15:00,False,True,same,False,False,True
long,False,0.9282548808240421,,,,,,,
short,True,0.02966302800189169,10:15:00,True,True,opposite,True,False,False
long,True,1.0931899641577036,11:45:00,False,True,same,False,False,True
long,True,0.44344587004079283,14:00:00,False,True,same,False,False,False
long,True,1.014662756598228,11:15:00,False,True,same,False,False,True
long,True,0.2152664649755609,10:15:00,True,True,same,False,False,False
short,True,-0.3062698642010919,10:30:00,True,True,same,False,False,False
long,False,0.8331391284083001,,,,,,,
short,True,-0.43081164914698933,11:00:00,False,False,none,False,False,False
short,True,-0.97622602503733,11:15:00,True,True,opposite,False,False,True
short,False,-1.2986263419138888,,,,,,,
short,True,-0.15311230198457038,13:45:00,False,True,same,False,False,True
long,False,1.2030516431924987,,,,,,,
short,True,-0.40603248259860614,13:00:00,False,True,same,False,False,True
long,True,-0.39466047591409925,13:30:00,False,False,none,True,False,False
short,False,-2.6578655295285913,,,,,,,
long,True,0.42298628315911024,10:45:00,False,True,same,False,False,False
short,True,0.281420274235078,10:15:00,True,False,opposite,True,False,False
long,True,1.2652212652212613,13:45:00,False,True,same,False,False,True
long,True,0.4287812041116057,10:15:00,False,True,same,False,False,True
long,True,-0.20351203628329317,13:00:00,True,False,opposite,True,True,False
long,True,0.7589025102159974,11:45:00,False,True,same,False,False,True
short,False,-0.21927293710328755,,,,,,,
long,True,0.11571395510299176,12:15:00,False,False,none,False,False,False
long,False,0.11417480162128069,,,,,,,
short,True,0.35546382295608137,11:30:00,False,False,none,True,False,False
short,True,-0.31538505648259774,13:00:00,False,False,none,False,False,False
long,False,0.9197516670498951,,,,,,,
short,True,-0.5268226363790873,14:30:00,False,True,same,False,False,False
long,True,-0.11394063692815593,11:45:00,True,True,same,True,True,False
long,False,0.571265352756356,,,,,,,
short,True,-1.2563380281690129,10:15:00,False,True,same,False,False,True
long,True,-0.41626275873866136,10:15:00,True,False,opposite,True,True,False
short,True,-1.4039310068190924,10:30:00,False,True,same,False,False,True
short,False,-1.9535805924889238,,,,,,,
long,False,1.0040753647156064,,,,,,,
short,False,-2.621722846441943,,,,,,,
long,True,0.27007562117393746,12:30:00,True,False,opposite,False,False,False
long,False,0.6907321761066676,,,,,,,
long,True,-0.4744395682599878,14:15:00,True,True,same,True,True,False
long,False,1.2953367875647714,,,,,,,
long,False,1.3652268685825808,,,,,,,
short,True,0.3966455122393464,12:30:00,False,False,none,True,False,False
long,True,-0.11203854125819701,10:30:00,True,False,opposite,True,False,False
short,True,-0.6333015748472781,11:15:00,False,True,same,False,False,True
long,True,0.5623348141483353,14:30:00,False,True,same,False,False,True
long,True,0.6239554317548857,10:15:00,False,True,same,False,False,False
short,True,0.5827829272353924,10:45:00,True,True,same,True,True,False
short,True,-0.24914184475695045,10:15:00,False,True,same,False,False,False
short,True,-0.9495084897229722,11:30:00,False,False,none,False,False,False
short,True,0.07371286005897204,10:45:00,False,True,same,True,False,False
long,True,0.6342969407802324,10:30:00,False,False,none,False,False,False
long,True,0.07252440725242781,12:00:00,False,True,same,False,False,True
long,True,0.3575279496055961,10:45:00,True,True,opposite,False,False,True
long,True,0.3086246563043682,15:45:00,False,False,none,False,False,False
long,True,-0.18398751115075163,11:00:00,True,False,opposite,True,True,False
short,True,-0.7790328863168439,10:45:00,False,True,same,False,False,True
short,False,-0.7370054305663287,,,,,,,
short,False,-0.41887740854510414,,,,,,,
long,True,-0.06765518407848559,14:45:00,False,True,same,True,False,False
long,True,1.1014460009037608,12:15:00,False,True,same,False,False,True
short,False,-0.873797146333366,,,,,,,
short,True,0.2327385570209506,10:45:00,True,False,opposite,True,True,False
long,True,-0.24961171510983204,14:45:00,True,False,opposite,True,False,False
short,True,-0.24919703178646335,14:00:00,False,True,same,False,False,True
short,True,-0.7139669790272141,10:45:00,False,True,same,False,False,True
long,True,0.7130124777183555,13:30:00,False,True,same,False,False,True
long,True,0.7045742279958134,15:15:00,False,True,same,False,False,True
long,True,0.2998909487459178,10:30:00,False,True,same,False,False,False
short,True,0.48822827384180645,10:30:00,True,False,opposite,True,True,False
short,True,0.26672356769443795,14:45:00,False,False,none,True,False,False
short,True,-0.4414658794744897,10:15:00,False,True,same,False,False,True
short,True,0.3848003848003767,11:30:00,False,False,none,True,False,False
short,False,-1.079041088608934,,,,,,,
long,True,0.175187131708876,10:45:00,False,True,same,False,False,False
long,True,0.07953340402968578,11:00:00,True,False,opposite,False,False,False
short,False,-0.4505220755817052,,,,,,,
long,False,1.0681478316598936,,,,,,,
short,True,-0.5012399092491959,12:00:00,False,True,same,False,False,False
short,False,-0.645815542271555,,,,,,,
short,True,0.9370816599732157,10:45:00,True,True,same,True,True,False
long,True,0.23919630043054418,10:15:00,False,True,same,False,False,False
short,False,-1.2863949179459988,,,,,,,
long,False,1.3915649753799997,,,,,,,
short,False,-0.7335743142674822,,,,,,,
short,False,-1.2286981142154985,,,,,,,
short,True,-2.630722499457583,11:15:00,False,True,same,False,False,True
long,True,-0.24933510638297518,10:30:00,True,True,opposite,True,True,False
long,True,0.12222222222222356,15:30:00,False,True,same,False,False,True
short,True,0.9448643841707405,14:00:00,True,False,opposite,True,True,False
short,False,-1.884491741492078,,,,,,,
short,True,-2.5109292680192796,10:15:00,False,True,same,False,False,True
long,True,0.7916021338840062,14:00:00,False,True,same,False,False,True
long,True,0.7955449482895727,10:30:00,False,True,same,False,False,True
long,True,1.0194834617127224,10:15:00,False,True,same,False,False,True
short,False,-2.123573929741329,,,,,,,
short,True,0.420143884892088,15:15:00,True,False,opposite,True,True,False
long,True,-0.6304808849659005,10:15:00,False,True,same,True,False,False
short,True,-0.11402508551880963,11:30:00,True,False,opposite,False,False,False
short,True,-0.19986295111923402,12:15:00,False,True,same,False,False,True
long,True,1.5567765567765512,10:30:00,False,True,same,False,False,True
long,True,1.194743130227005,10:30:00,False,True,same,False,False,True
long,False,0.53048916685281,,,,,,,
short,True,0.1493693294976728,11:45:00,True,False,opposite,True,True,False
long,True,0.6797457861287715,10:15:00,False,True,same,False,False,True
long,True,0.19248748831326434,15:00:00,False,True,same,False,False,True
short,True,-0.6016847172081841,10:15:00,False,True,same,False,False,False
short,False,-1.2388503468780954,,,,,,,
long,True,0.471122935373014,11:15:00,False,True,same,False,False,False
long,False,1.1435265242371928,,,,,,,
long,False,0.41381593467226807,,,,,,,
long,False,1.0126998029341028,,,,,,,
long,True,-0.016210958608020576,12:00:00,True,True,same,True,True,False
long,True,-0.20478551411942103,11:00:00,True,True,same,True,False,False
short,True,0.23186842814775233,11:00:00,False,False,none,True,False,False
long,False,0.7473442587946355,,,,,,,
long,True,0.13243629814059243,11:15:00,False,True,same,False,False,False
long,False,0.8486262861992167,,,,,,,
long,False,0.772789401745344,,,,,,,
long,True,0.548818733012757,12:00:00,False,True,same,False,False,True
short,True,-0.3005337064096669,11:15:00,False,True,same,False,False,False
short,True,0.01562662777372381,15:15:00,False,False,none,True,False,False
