date,side,orb_range,accept_close,p1_pull_pts,p1_pull_pct_range,p1_dist_level_pts,p1_dist_level_pct_range,p1_reentered,p1_closed_cont,already_beyond_pdh,touched_pdh,mins_to_pdh,pull_before_pdh_pts,pull_before_pdh_pct_range,dist_level_before_pdh_pts,dist_level_before_pdh_pct_range,eod_close_beyond_pdh,touched_pdh_daily,already_beyond_pdh_daily
2015-04-30,short,26.800000000000185,4441.7,5.600000000000364,20.895522388060915,3.699999999999818,13.805970149252959,False,True,True,True,0.0,2.199999999999818,8.208955223879862,7.100000000000364,26.49253731343401,True,True,False
2015-05-01,long,19.900000000000546,4451.0,14.199999999999818,71.35678391959513,-12.800000000000182,-64.32160804020015,True,False,False,False,,,,,,False,True,False
2015-05-04,short,25.0,4479.8,3.0,12.0,-1.0,-4.0,True,False,False,False,,,,,,False,False,False
2015-05-05,short,30.199999999999815,4437.0,8.0,26.490066225165727,-6.0,-19.867549668874293,True,False,True,True,0.0,0.6000000000003638,1.986754966888634,1.3999999999996362,4.635761589402797,True,True,False
2015-05-06,short,51.0,4373.0,11.199999999999818,21.960784313725135,-9.800000000000182,-19.215686274510162,True,False,True,True,0.0,2.600000000000364,5.098039215686987,-1.2000000000007276,-2.3529411764720147,True,True,False
2015-05-07,long,30.600000000000364,4401.8,4.0,13.071895424836447,-3.0,-9.803921568627334,True,False,False,False,,,,,,False,True,False
2015-05-08,long,19.5,4460.4,0.5999999999994543,3.0769230769202784,0.1999999999998181,1.025641025640093,False,True,True,True,0.0,0.5999999999994543,3.0769230769202784,0.1999999999998181,1.025641025640093,True,True,False
2015-05-11,short,19.699999999999815,4447.1,3.7999999999992724,19.289340101519333,-3.2999999999992724,-16.75126903552946,True,False,False,True,135.0,9.399999999999636,47.71573604060774,-8.899999999999636,-45.17766497461787,True,False,False
2015-05-12,long,34.69999999999982,4412.2,1.0999999999994543,3.1700288184422476,-0.8999999999996362,-2.5936599423620774,True,True,False,False,,,,,,False,True,False
2015-05-13,short,28.800000000000185,4428.7,7.600000000000364,26.388888888889984,-4.5,-15.6249999999999,True,False,False,False,,,,,,False,True,False
2015-05-14,long,19.699999999999815,4469.1,1.9000000000005457,9.644670050764283,0.8000000000001819,4.060913705584718,False,False,True,True,0.0,1.1000000000003638,5.583756345179564,1.6000000000003638,8.121827411169436,True,False,False
2015-05-15,short,19.200000000000728,4486.6,5.399999999999636,28.12499999999704,-2.100000000000364,-10.937500000001481,True,False,False,False,,,,,,False,True,False
2015-05-18,long,13.0,4498.5,2.399999999999636,18.46153846153566,2.4000000000005457,18.46153846154266,False,True,False,True,137.0,2.399999999999636,18.46153846153566,2.4000000000005457,18.46153846154266,True,True,False
2015-05-19,short,12.400000000000546,4508.6,2.199999999999818,17.74193548386872,-0.4000000000005457,-3.2258064516171623,True,True,False,False,,,,,,False,True,False
2015-05-20,long,25.100000000000364,4513.3,0.0,0.0,3.800000000000182,15.139442231076202,False,True,False,True,11.0,0.0,0.0,3.800000000000182,15.139442231076202,False,True,False
2015-05-21,long,13.100000000000364,4516.0,0.6999999999998181,5.343511450380142,7.800000000000182,59.54198473282416,False,True,False,True,138.0,0.6999999999998181,5.343511450380142,7.800000000000182,59.54198473282416,False,True,False
2015-05-22,long,15.5,4540.3,6.100000000000364,39.35483870967977,-5.600000000000364,-36.129032258066864,True,False,True,True,0.0,1.0,6.451612903225806,-0.5,-3.225806451612903,False,True,False
2015-05-26,short,34.80000000000018,4483.5,0.6999999999998181,2.01149425287303,4.5,12.931034482758552,False,True,True,True,0.0,0.6999999999998181,2.01149425287303,4.5,12.931034482758552,True,True,False
2015-05-27,long,37.5,4520.3,0.6000000000003638,1.60000000000097,3.399999999999636,9.066666666665697,False,True,False,True,1.0,0.6000000000003638,1.60000000000097,3.399999999999636,9.066666666665697,True,True,False
2015-05-29,short,13.600000000000364,4523.4,4.5,33.088235294116764,-1.0,-7.352941176470392,True,True,True,True,0.0,0.1000000000003638,0.7352941176497142,3.399999999999636,24.999999999996657,True,True,False
2015-06-01,short,39.69999999999982,4493.3,8.800000000000182,22.16624685138595,-4.600000000000364,-11.58690176322515,True,False,True,True,0.0,3.0,7.556675062972326,1.199999999999818,3.022670025188473,False,True,False
2015-06-02,long,26.600000000000364,4513.4,5.799999999999272,21.804511278192454,-4.199999999999818,-15.789473684209627,True,False,False,False,,,,,,False,True,False
